Kategori,Tweet,Sentiment,problem
krl,@PT_Transjakarta telat udah pulang gue,Negatif,['Keterlambatan']
krl,@castoricoon Hai Kak. Mohon arah tujuan Kak agar dapat kami lakukan pengecekan. Terima kasih ^DA,Negatif,[]
krl,@PT_Transjakarta tolong banget T31 turun di ebony sekalian juga kan searah toh? akses transum aja jarang kesana mentok turun di food street doang trus jalan kaki panas sama jauh juga broh. ojol ongkosnya hampir 20k,Negatif,['Kondisi']
krl,@PT_Transjakarta min mau tanya kalau mau naik T11 dari GPS tuh kemana dulu ya?,Negatif,[]
krl,Eh dr gancit k pp bisa naik tj gasi,Negatif,[]
krl,@PT_Transjakarta min ini memang bis 7A nya sedikit ya? Udah mau sejam belum ada yang lewat sama sekali yang ke arah rambutan sedangkan bis d21 udah 3-4 kali lewat. Tolong min udah dari minggu lalu lama begini. Bisa di antisipasi gak ya dijam pulang kerja armadanya diperbanyak,Negatif,['Keterlambatan']
krl,kak mimin @PT_Transjakarta rute dari beacukai ke kalideres apa bener naik 9c?,Negatif,['Akses/Rute']
krl,@PT_Transjakarta 4K sudah sampai mana nih Min? Sama sekali engga ada di map arah pulo gadung. Lagi nunggu di halte cawang sentral,Negatif,['Keterlambatan']
krl,Harusnya tadi nunggu TJ koridor 9 yg kosong aja soalnya MACET BGT GILA,Negatif,"['Keterlambatan', 'Kemacetan', 'Emosi/Frustrasi']"
krl,@pandadihutan @PT_Transjakarta Dari Palmerah 2x transit: naik 1B/1F transit di Gerbang Pemuda (JCC) lanjut no.9 sampai Cawang Sentral/UKI. Baru deh nunggu 7C ke Cibubur,Negatif,['Keterlambatan']
krl,@PT_Transjakarta tadi antara pukul 08:00 - 08:50 gak ada 6H yang berhenti disitu. Semuanya lewat tol ternyata.,Negatif,[]
krl,@PT_Transjakarta Nah iya maksud aku kalo mau pindah jalur dari koridor 9 ke bus 8n gimana?,Negatif,"['Akses/Rute', 'Emosi/Frustrasi']"
krl,@serealifia JDDJSJSHDHEHD MAU BANGET tapi aku tj yh ,Negatif,[]
krl,bangku trotoar depan plaza bank index is so real jam 6-7 malem masih rush hour liat orang motor mobil tj lalu lalang sambil dengerin ribs life changing experience sedep bengongnya,Negatif,['Ancaman']
krl,Min tolong dong bis 6T waiting time nya diperkecil. Masa ini nunggu sampe 40menit ga lewat lewat. 1E 4x lewat 6T belom lewat. Tolong atensinya @PT_Transjakarta,Negatif,"['Keterlambatan', 'Kemacetan']"
krl,@tirantia_ Hai Kak Baik kak akan kami respon via DM ya Kak. Terima kasih ^DA,Negatif,[]
krl,braw! kenapa malang ga ada bus kaya transjakarta gt ya? apa aku yang main nya kurang jauh?,Negatif,[]
krl,Preferably daerah yg bisa dijangkau tj koridor 13,Negatif,[]
krl,tj khusus cewe enak bgt jirss,Negatif,['Emosi/Frustrasi']
krl,@PT_Transjakarta min mau tanya kalo bis rute bogor-blok m ada tiap brp menit sekali ya?,Negatif,['Akses/Rute']
krl,5 menit ngetap2 tj kok ga bisa pas gue cek lah yg di tap itu kartu akses kantor wkwkwkwkwkw gue knp ye,Negatif,[]
krl,transjakarta bawa bis kyk bawa wuling airev anjing badan segede gentong jalan belok belok kontol,Negatif,['Pelayanan']
krl,kek lagi di angkot musiknya kek gini jarang2 gue nemu driver TJ nge-slay chill kek gini lanjutkan bang biar ora liyud ((1F Palmerah - BunSen)) https://t.co/0GBEPY8XDg,Negatif,['Pelayanan']
krl,@ochadumplings Hai Kak. Baik Kak akan kami respon via DM. Terima kasih ^DA,Negatif,[]
krl,@miraculoeys ku liat di apk transjakarta kak tinggal cari aja P11 nanti ada jamnya,Negatif,[]
krl,ini yang bener aja @PT_Transjakarta armada rute 3H dikit bgt harus nunggu lama bgt sedangkan rute lain armadanya hanyak,Negatif,"['Keterlambatan', 'Akses/Rute']"
krl,@JPFBASE Asli penasaran juga sayang bgt sama TJ sensei cuma sampe final West Tokyo,Negatif,['Kemacetan']
krl,Alhamdulillah rezeki ga lari2 buat tj ️,Negatif,[]
krl,@_yearly Hai Kak. Layanan rute 8N melayani bus stop Plaza Senayan ya Kak. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta. Terima kasih HM,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,@VLuckyX Klo koran bekas dipasar ka ada yg jual buat bungkus2 Klo baru biasanya didepan halte tj klo pagi ada yg jual,Negatif,['Infrastruktur']
krl,bingung lah pas ke tj balai karimun mau ambil harga mana. ke pelabuhan yg jauh tpi murah atau ke pelabuhan dkt rmh tpi mehongg???,Negatif,"['Masalah Pembayaran', 'Navigasi']"
krl,@laaberryy Hai Kak. Silakan naik rute 2A turun di halte Cempaka Mas pindah ke halte Simpang Cempaka naik koridor 10 turun di halte Sunter Kelapa Gading dilanjutkan naik rute 12P. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya kak. Terima kasih ^DA,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,kakak unj! kalau mau ke teater terbuka naik tj aku tetap turun di halte unj kan yaaa aku dariarah kejagung btw,Negatif,[]
krl,@daijahaoo Hai Kak. Silakan naik rute T31 turun di halte Petamburan pindah ke bus stop Rs Bhakti Mulia dilanjutkan naik Mikrotrans Jak 11. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya kak. Terima kasih ^DA,Negatif,"['Masalah Pembayaran', 'Navigasi', 'Akses/Rute']"
krl,Udh mual di tj malah kedorong pintunya... (SALAH AKU),Negatif,['Kondisi']
krl,gue benci bgt tj line 9,Negatif,['Emosi/Frustrasi']
krl,Kesel dikit tadi di sikut orang pas masuk tj,Negatif,['Emosi/Frustrasi']
krl,@PT_Transjakarta mau tau dong kalo di rute 7A itu kursi di bagian depan yang warnanya merah tuh untuk yang membutuhkan atau khusus untuk perempuan ya?,Negatif,['Akses/Rute']
krl,emang jadi user tj 9d tuh cobaan banget ya,Negatif,[]
krl,pp naik lrt not so bad klo lg buru2 tp cukup sebulan sekali ajh kita akan balik naik tj untuk menghemat,Negatif,[]
krl,@PT_Transjakarta hallo kalo dari halte grogol ke halte pramuka di cakung naik apa aja ya?,Negatif,[]
krl,@TJBLFG GM TJ!,Negatif,[]
krl,@ssusit4 Hai Kak. Mohon maaf terkait saldo kakak yang terpotong. Agar kami dapat lakukan pengecekan mohon untuk dilengkapi data berikut seperti nama dan nomor telephone nomor kartu tanggal dan waktu transaksi nomor gopay dan lokasi kejadian. Data dikirim melalui DM ya Kak. Tks ^TS,Negatif,"['Masalah Pembayaran', 'Prioritas/Kebutuhan Khusus']"
krl,ga sangka papeda bisa seenak ini+dapet tempat duduk di tj https://t.co/2sQLTRNxVq,Negatif,[]
krl,Mohon izin sekedar SARAN koridor 11 literally dilewatin 2 jenis rusun (klender n pulo gebang) sama perumahan di jatinegara dan buaran... minimal perbanyak armada tj no 11 @PT_Transjakarta,Negatif,['Navigasi']
krl,@hrdbacot Transjakarta koridor 10H 2 9 8 10 12 6 6A 13 5M 4C 4F. duduknya di pojok belakang. 4K juga cuma harus yang datangnya berderet naiknya yang paling belakang. Halte CSW Tosari Ragunan. Pinggir kali besar (kotu) Taman Langsat TECO park.,Negatif,[]
krl,@pastelcheeks_ Jadiin kak! Di Hollywood blok m square itu murce dan ada akses transjakarta. Kalo aku ini di deket rumah di onebell park. Mure juga makanya langsung dua jebret,Negatif,[]
krl,@ekkaprtm Hai Kak. Mohon maaf atas kendala yang dialami. Terima kasih atas saran dan masukan yang sudah diberikan. Transjakarta akan terus berusaha meningkatkan pelayanan bagi pelanggan. Terima kasih ^DA,Negatif,[]
krl,#INFOTRANSJAKARTA | Rute 1B: St. Palmerah - Transport HUB Dukuh Atas dan 1F: St. Palmerah - Bundaran Senayan mengalami pengalihan rute terkait adanya Penutupan Jalan di Jln. Tentara Pelajar. Sementara dialihkan via Patal Senayan. #JAKI #PerluTahu #Rute1F #Rute1B https://t.co/aFGyyxwlwf,Negatif,['Akses/Rute']
krl,Kegencet di tj hari ini Effort bgt buat turun tadi wkwkwkk T-T Hiks mangat pejuang money https://t.co/XPJQsOD2t5,Negatif,['Masalah Pembayaran']
krl,@PT_Transjakarta hallo min mau tanya klo mau ke cibubur dr halte st palmerah/st tnh abang ada ga ya? makasi,Negatif,[]
krl,ini gw ga ditakdirkan pulang cepet apa yaaa.. udah keluar kantor lebih awal dari biasanya malah tj nya lama banget ,Negatif,['Keterlambatan']
krl,@KangRenginang Hai Kak mohon info untuk alamat lengkap tujuan Kak. Terima kasih ^HF,Negatif,[]
krl,@AdiiAFVs Hai AdiiAFVs branding akunmu adalah penggemar transportasi umum khususnya bus Transjakarta di Jakarta dengan fokus foto dan info rute/operator. Rating: 8/10. Alasan: Konsisten &amp; passionate (bio jelas post rutin bus seperti Golden Dragon) tapi engagement rendah coba tambah,Netral,[]
krl,@hijriahwanD Maaf ya Depok memang sering macet parah terutama di Margonda dan Sawangan. Solusi jangka pendek: Pakai transportasi umum seperti KRL/TransJakarta carpool atau hindari jam sibuk (pagi/sore). Jangka panjang Pemkot rencanakan flyover Margonda mulai 2026 (Rp 250M) untuk kurangi,Negatif,['Kemacetan']
krl,@PT_Transjakarta Sudah digunakan lg barusan dan aman Mantap. Tapi saya perhatikan banyak orang baru masuk tap in tapi pesan di layarnya tap out itu gimana ya?,Negatif,['Masalah Pembayaran']
krl,@PT_Transjakarta min kalo mau naik tj dari halte bendungan hilir ke halte pemuda rawamangun rutenya mana aja ya?,Negatif,['Akses/Rute']
krl,apa gk kaget gw mw balik ke blok m tbtb di glodok wkwowko ak gatau rute2 tj.. untungnya gw masuk bus nya bener,Negatif,['Akses/Rute']
krl,@senyumataharie Hai Kak. Silakan naik koridor 7 turun di Halte Kp. Melayu kemudian berpindah ke bus stop Flyover Kp. Melayu dilanjutkan naik rute 5F arah St. Tebet. Untuk mengetahui posisi bus dan fitur perencanaan perjalanan Kakak dapat mengunduh aplikasi TJ: Transjakarta. Terima kasih ^HM,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,hanpir nyasar naik tj,Negatif,['Navigasi']
krl,@PT_Transjakarta gue liat2 setiap hari banget ni jalur ada kendala,Negatif,['Akses/Rute']
krl,kata gw bobo nyenyak dan minum madu tj 2 sendok tiap hari gak!,Negatif,[]
krl,@TiieTiie20 Halo Kak saat ini untuk rute 4C sudah kembali beroperasi normal melayani pelanggan ya Kak. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya Kak. Terima kasih ^HF,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,@PT_Transjakarta halo min mau tanya aku tadi tap out di halte cikoko. tapi terhitung tap in dan saldo ga kepotong. gimana ya itu? kalo besok naik tj non brt apa bakalan ketarik besoknya? takut keblokir soalnya,Negatif,"['Masalah Pembayaran', 'Ancaman', 'Emosi/Frustrasi']"
krl,Saking capeknya mual gua naek tj,Negatif,['Emosi/Frustrasi']
krl,@PT_Transjakarta soree min patut di apresiasii min pramudi 6h DMR 250224 te aku lht namanya bpk rosi santoni sangat ramah menyapa setiap pelanggan yang naik bawa mobil sangat hati hati dan stia bustop brhnti meski gaada pnp. bintang 2jt pkonya,Netral,"['Kenyamanan', 'Kualitas Layanan', 'Keamanan']"
krl,@Arie_16 @football_garin Gmn ga ngeluh yg mau kerja atau ke gereja pasti make mobil/motor.. ga ada transportasi umum buat alternatif pas ada event.. kalau kayak jkt ada mrt/lrt/tj/dll mungkin ga akan ngeluh banyak event oge,Negatif,[]
krl,@blabberszn IYAAAA krn kl udh kelewat tuh kaya apa ya? aduh udh bete bgt apalagi kl rush hour yg padet gbs jalan keluar... kaya udhlah bodoamat yg penting pas turun nanti mood udh gaberantakan apalagi kl hrs ngadepin kehidupan awikwok setelah turun dari tj.,Negatif,['Emosi/Frustrasi']
krl,Sahabat TiJe mulai 27 Juli 2025 waktu pemesanan layanan Transjakarta Cares dapat dilakukan pada pukul 06:00 - 13:00 WIB sedangkan waktu layanan tetap beroperasi pada 07:00 - 20:00 WIB. Bagi pelanggan disabilitas yang ingin menggunakan layanan Transjakarta Cares simak https://t.co/DI6wJtBeAN,Negatif,['Prioritas/Kebutuhan Khusus']
krl,bub @PT_Transjakarta busway 5N ke pancoran berapa lama lagi ya?,Negatif,[]
krl,@PengamatFilm01 Hai Kak. Terima kasih atas informasinya perihal tersebut akan segera kami sampaikan ke tim terkait. Mohon maaf atas ketidaknyamanan. ^DK,Negatif,[]
krl,@konohaonfire Hai Kak. Mohon maaf atas ketidaknyamanan yang dialami laporana akan kami lakukan pengecekan dan evaluasi kembali dirute tersebut agar meningkatkan layanan lebih baik. Terima kasih ^HM,Negatif,"['Akses/Rute', 'Emosi/Frustrasi']"
krl,@fleurlyamelie Hai Kak. Tidak tersedia perjalanan rute langsung ya Kak. Silakan naik rute 4C dari bus stop SMPN 8 hingga bus stop Bundaran Senayan 1 kemudian menuju halte Bundaran Senayan untuk naik koridor 1 tujuan Blok M. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya. ^DK,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,teman timun aku mau oper kos jakarta barat slipi petamburan udah ac kamar mandi luar deket wisma 77 dan halte tj token listrik masi banyak buat 3 mingguan mulai 1 agustus karna kantorku pindah jaksel tp terlanjur bayar sebulan 1jt negoo #zonauang,Negatif,"['Masalah Pembayaran', 'Navigasi', 'Infrastruktur']"
krl,@jejaka_prihatin @juandairawan_ Hai jejaka_prihatin! Branding akunmu: Personal fokus pada frustrasi transportasi Jakarta (Transjakarta macet) fans Chelsea (sepakbola) pop culture (film seperti Devil Wears Prada musik) dan makanan sehari-hari (sate roti). Bio punya sentuhan wordplay logika-logistik tapi,Netral,[]
krl,@txtdrbekasi Kota Bekasi sama Kabupaten Bekasi gabung aja. Biar enak ini ngomongnya 1. Transjakarta dr Jakarta ke Bekasi udah ada tinggal buat per daerah semacem transjakarta 2. Akses pejalan kaki 3. Halte jika poin 1 udah ada Terakhir atasin banjir dan penerangan jalan,Negatif,['Emosi/Frustrasi']
krl,@Luckysyrh godaan tadi pagi males bgt naik tj maunya ojek onlen. tp balik lagi jangan wkwkw trus mau matcha... langsung jangan wkwk,Negatif,['Emosi/Frustrasi']
krl,Kuliner suatu tempat di tj barat. Redeem vc tigtog yg dateng kopi ukuran gede banget akhirnya brot brot terus. https://t.co/4gUsb0y6Pb,Negatif,[]
krl,@_b1iiii Hai Kak. Baik kak kami mengerti dan memahami keluhan yang dialami setelah kami lakukan pengecekan untuk rute 4K tujuan Kejaksaan Agung tidak melayani bus stop Pedati 4 hanya melayani di halte Pedati Prumpung. Tentunya segera kami lakukan update pada peta rute. Terima kasih ^DK,Negatif,"['Navigasi', 'Akses/Rute']"
krl,@anothersidexla Hai Kak silakan naik koridor 9 arah Pluit turun di Petamburan kemudian dilanjutkan naik rute 8N arah Kebayoran turun di Stadion GBK dilanjutkan berjalan kaki. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya Kak. Terima kasih ^HF,Negatif,"['Masalah Pembayaran', 'Navigasi', 'Akses/Rute', 'Emosi/Frustrasi']"
krl,@HYUNJlIN @myungzjae @myungjav @BOYDIGNlTY KRL kaa naik TJ lebih susah haltenya.,Negatif,['Kondisi']
krl,@PT_Transjakarta haloha min rute 6A dan 7f beroperasi normal kah?,Negatif,['Akses/Rute']
krl,damn supir tj gue udah berdiri di depan bust stop tapi ga diberhentiin ,Negatif,['Pelayanan']
krl,@erdoens Hai Kak. Mohon maaf menunggu segera laporan nomor Tiket #905081 kami bantu informasikan ke unit terkait agar dibantu pengecekan dan dilakukan perputaran percepatan armada serta evaluasi kembali untuk rute tersebut. Terima kasih ^HF,Negatif,"['Keterlambatan', 'Akses/Rute']"
krl,@hzn_id Selamat sore Kak pada jenis bus Low Entry Metrotrans saat ini tidak tersedia ruang khusus wanita aturan tersebut bersifat himbauan sesuai dengan situasi dan kondisi di dalam bus demi menjaga kenyamanan bersama. Terima kasih ^HF,Negatif,"['Kondisi', 'Masalah Pembayaran']"
krl,@caratstalk dom sby ㅡ membership 260k ㅡ section green 1.6jt ㅡ hotel 2 malem 450k/orang [sharing berdua] ㅡ kereta pp 670k ㅡ uang makan + transport [goride gocar tj] 500k gak beli outfit + perintilan karna dah ada yg lama ^^,Negatif,['Masalah Pembayaran']
krl,@apdwiky Hai Kak. Saat ini rute 2C sudah tidak beroperasi. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya Kak. Terima kasih ^HM,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,@vxdb Goku dmca d u,Negatif,[]
krl,di tj dengerin lagu: padahal isi pikiran kemana mana https://t.co/canQNlUAdW,Negatif,['Ancaman']
krl,@PLLI_Lia23 Akses tj bisa kan kak???,Negatif,[]
krl,Hari ini knp kayanya supir tj pada ngetrek sih bawanya kek mau terbang ku dibuatnya,Negatif,['Pelayanan']
krl,biasanya di Jakarta kalo mau kemana mana tanya/tag akun Transjakarta.. skrng gwe di Ambon gatau mau tag siapa kalo mau tanya tanya rute oto disini,Negatif,['Akses/Rute']
krl,@CG_FrogTony https://t.co/DU4equlLLi TJ is back,Negatif,[]
krl,Naek aja transjakarta 6H Senen-Lebak Bulus naek dari halte Senen turun di Halte Lebak Bulus duduknya di belakang pojok deket jendela.,Negatif,[]
krl,Halo @PT_Transjakarta bolehkah kondisi bgni trulang trus? SOPnya gmn mngnai pakan bgni? Ga cman d satu halte aj. Stlah nyebrang dah dsapu sma ptgas. Foto kjdian d halte grogol reformasi. Thx. https://t.co/ujjJc4vr42,Negatif,[]
krl,Tolong dibantu @PT_Transjakarta @JaklingkoApps driver mobil ini ugal ugalan dan melanggar lalin di daerah pondok gede https://t.co/9avHcXKjvh,Negatif,['Pelayanan']
krl,@huaciam katanya ada ya tj langsung dr mekah ke blok m,Netral,['Kecepatan Layanan']
krl,perpusnya enakkk udah mah deket ke halte tj (kuningan madya) acnya dingin free for public pula mending nugas/diskusi disini sih jujur. wifinya lumayan lah yaa https://t.co/7iR5v8AUGe,Negatif,['Infrastruktur']
krl,Lagi-lagi Mat Peci Group . . Transjakarta Metrotrans PT Bianglala Metropolitan BMP-230316 D21| UNIVERSITAS INDONESIA - LEBAK BULUS Golden Dragon XML6125JEVJ0C3 https://t.co/Ee0AQJuJKL,Negatif,[]
krl,@Ren_kun111 Hai Kak sudah kami respon via DM ya Kak. Terima kasih ^HF,Negatif,[]
krl,@frz_tmr Hai Kak. Mohon maaf atas ketidaknyamanan yang dialami laporan kendala didalam bus kami lakukan pengecekan dan perbaikan dengan nomor tiket #459117. Terima kasih ^TS,Negatif,['Emosi/Frustrasi']
krl,Tarif integrasi busway dan lrt harganya udh normal ya min? Udh gak 3.700? @PT_Transjakarta,Negatif,['Masalah Pembayaran']
krl,@PT_Transjakarta Kalo supaya bisa naik 8n gimana min? Jadi depan PS persis,Negatif,[]
krl,@PT_Transjakarta Satu hari satu pengendara goblok di koridor 9,Negatif,['Emosi/Frustrasi']
krl,@PT_Transjakarta Baik makasih kakk,Negatif,[]
krl,@berliantiros79 Hai Kak. Untuk keterangan proses cetak kartu yaitu setelah kartu selesai diproses. Apabila sudah jadi maka akan dihubungi melalui no whatsapp yang sudah terdaftar untuk proses pengambilan kartunya. Terima kasih ^DK,Negatif,[]
krl,@sunflobliss Hai Kak silakan bisa naik rute 6B dari halte Karet arah Ragunan maupun Balai Kota. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya Kak. Terima kasih ^HF,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,@PT_Transjakarta kalau mau naik tj dari pik 2 ke stasiun tanah abang dari naik T31 turunnya dimana ya? Terus bisa transit tj atau jaklingko apa?,Negatif,['Infrastruktur']
krl,@mifthaaul Hai Kak mohon maaf atas ketidaknyamananya laporan Kakak Tiket #616089 kami teruskan kembali untuk dilakukan pengecekan dan tindaklanjut. Terima kasih ^HF,Negatif,[]
krl,@mifthaaul Hai Kak. Mohon maaf atas kendala yang dialami. Laporan akan kami teruskan untuk dilakukan pengecekan. Terima kasih ^DA,Negatif,[]
krl,pernah gak lu nangis di tj gara gara salah playlist? ya itu gw skrg kentut lah fak,Negatif,['Emosi/Frustrasi']
krl,gw takut reflek salim ke bapak bapak tj deh,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
krl,@_yearly Hai Kak. Silakan naik rute 9C tujuan Bundaran Senayan dan turun di halte Bundaran Senayan. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya Kak. Terima kasih ^DK,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,Keluarga Besar Rutan Kelas IIB Tanjung Redeb Mengucapkan Selamat Hari Bhakti Adhyaksa Ke- 65 Tahun 22 Juli 2025. Akselerasi Kejaksaan Untuk Mewujudkan Penegakan Hukum Modern Menuju Indonesia Emas https://t.co/nJxEj4VO22,Negatif,[]
krl,@awriezs Hai Kak. Baik kami akan cek DM mohon ditunggu responnya. Terima kasih ^DK,Negatif,[]
krl,ternyata tj vida tuh sampe cawang anjay keren,Negatif,"['Kemacetan', 'Emosi/Frustrasi']"
krl,@PT_Transjakarta 1 hari 1 masalah,Negatif,[]
krl,@dimalya_ @dimalya Hai Kak. Tersedia rute 8N melayani bus stop Senayan City ya Kak. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta. Terima kasih ^HM,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,@tanyakanrl Justru seruuu main ngobrol ngakpr ngidul nyanyi karaoke nobar dirumah temen tuker an komik novel langganan majalah go girl kemana janjian di halte stasiun janjian naik angkot TJ nongki di warnet warkop chat Yahoo skype kaskus tukeran CD beli cd 10k di ambas,Negatif,"['Pelayanan', 'Infrastruktur']"
krl,akhirnya sampai kantor juga setelah ketinggalan halte tj. kalian kalo kelewatan halte langsung turun halte berikutnya atau ikut terus perjalanannya sampe lama baru turun? aku kalo kelewatan tarik nafas dulu terus mandangin jalan sampai 1 lagu abis baru turun :),Negatif,"['Navigasi', 'Kemacetan', 'Infrastruktur']"
krl,@PT_Transjakarta Sekalian absen ya pak,Negatif,[]
krl,cantik bgt anjing gua nangis di TJ ,Negatif,['Emosi/Frustrasi']
krl,14.37 #LalinSonora Lalulintas jl S Parman dari Grogol ramai dan merayap jelang GT Tanjung Duren setelah itu ramai dan merayap jelang halte Transjakarta hingga TL Tomang. @bram92 https://t.co/X2lDaipXUO,Negatif,[]
krl,@yu991048 @PT_Transjakarta Iyaa kak. Semenjak halte manggarai renov 4b jadi gak berenti di hate manggarai. Busnya sekarang bus listrik yang lower deck,Negatif,[]
krl,@pirahyuck tp yg gw bingung dr stasiun ke tempat kerjanya hrs ojol ya berarti? soalnya gada tj hiks,Negatif,"['Navigasi', 'Infrastruktur']"
krl,#INFOTRANSJAKARTA | Rute 4C: JIEP - Bundaran Senayan dan Rute 11W: Stasiun Klender - Pulo Gadung via JIEP saat ini sudah beroperasi normal kembali melayani pelanggan tanpa pengalihan. #JAKI #PerluTahu #Rute4C #Rute11W,Negatif,"['Infrastruktur', 'Akses/Rute']"
krl,@sunflobliss Hai Kak. Silakan penaikan menuju bus stop Sampoerna Strategic rute 6D. Untuk informasi rute tracking bus perencanaan perjalanan (trip planner) dan layanan Transjakarta selengkapnya dapat diakses melalui aplikasi TJ: Transjakarta ya. Terima kasih ^DK,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,@sheofthevalley Hai Kak. Mohon maaf menunggu segera laporan nomor Tiket #281987 kami bantu informasikan ke unit terkait agar dibantu pengecekan dan dilakukan perputaran percepatan armada serta evaluasi kembali untuk rute tersebut. Terima kasih ^HF,Negatif,"['Keterlambatan', 'Akses/Rute']"
krl,teman2 yang dari bekasi besok ada yang mau ke kampus ga gais? mau ke kampus naik tj tapi ga berani sendiri soalnya firsttime jugaaa,Negatif,['Ancaman']
krl,@chanstopper Hai Kak. Mohon maaf atas ketidaknyamanannya. Kritik dan saran yang Kakak berikan menjadi perhatian kami untuk terus meningkatkan pelayanan dan fasilitas ke depan agar lebih baik lagi. Terima kasih ^DK,Negatif,"['Infrastruktur', 'Emosi/Frustrasi']"
krl,@petaIsdefleur Hai Kak. Silakan menggunakan rute 1N arah Blok M turun di bus stop Gelora Bung Karno 1. Untuk informasi rute layanan Transjakarta selengkapnya dapat diakses melalui aplikasi TJ: Transjakarta ya. Terima kasih ^TS,Negatif,"['Masalah Pembayaran', 'Navigasi', 'Akses/Rute']"
krl,@kucingstay Hai Kak untuk rute tersebut saat ini sudah kembali beroperasi normal melayani pelanggan ya Kak. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya Kak. Terima kasih ^HF,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,@_urcoffeemate Hai Kak. Silakan menggunakan koridor 1 transit di halte Monumen Nasional lalu naik rute 5C turun di halte Matraman. Untuk informasi rute layanan Transjakarta selengkapnya dapat diakses melalui aplikasi TJ: Transjakarta ya. Terima kasih ^TS,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
krl,@ryzshuahong Hai Kak. Silakan naik koridor 8 turun di halte Petojo naik koridor 3 turun di halte Sumur Bor pindah ke bus stop Sumur Bor 1 dilanjutkan naik Mikrotrans Jak 80. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya kak. Terima kasih ^DA,Negatif,['Masalah Pembayaran']
krl,@rraisapp Hai Kak. Kami terbuka atas segala kritik dan saran Ticket #832074 yang diberikan dan mohon maaf atas ketidaknyamanannya. Hal yang Kakak sampaikan tersebut tentunya menjadi catatan kami agar dapat dievaluasi untuk meningkatkan pelayanan yang lebih baik. Terima kasih ^HM,Negatif,['Emosi/Frustrasi']
krl,@rraisapp Hai Kak. Kami terbuka atas segala kritik dan saran yang diberikan dan mohon maaf atas ketidaknyamanannya. Hal yang Kakak sampaikan tersebut tentunya menjadi catatan kami agar dapat dievaluasi untuk meningkatkan pelayanan yang lebih baik. Terima kasih ^HM,Negatif,['Emosi/Frustrasi']
krl,@aprilaniyln Hai Kak. Baik Kak akan kami respon via DM. Terima kasih ^DA,Negatif,[]
krl,@staivns Hai Kak. Untuk tarif layanan Mikrotrans Rp.0 - ya Kak. Terima kasih ^DA,Negatif,['Masalah Pembayaran']
krl,pengen ke aeon tj barat deh beli beards papa. kemaren udh muterin pim nyari outletnya beards papa ga ketemu perasaan waktu itu di pim 3 dicari cari ampe pim 2 ga ketemu bjir lah ampe gempor,Negatif,[]
krl,@dimalya_ Halo Kak mohon info lokasi penaikan awal dari mana Kak. Terima kasih ^HF,Negatif,[]
krl,@zerosevenidx Halo Kak mohon maaf sudah menunggu mohon info estimasi menunggu Kak laporan Kakak kami teruskan kembali untuk dilakukan pengecekan dan evaluasi. Terima kasih ^HF,Negatif,['Keterlambatan']
krl,@disshopku @disshopku Hai Kak silakan naik koridor 8 turun di Halte Kelapa Dua Sasak. Yuk unduh aplikasi versi terbarunya aplikasi TJ: Transjakarta ya Kak. Terima kasih ^HM,Negatif,['Masalah Pembayaran']
krl,@apeunroad Mati rasa kedinginan di tj basah² ,Negatif,['Kondisi']
krl,@Nurul_uyuyyy @PT_Transjakarta sm aku keliru kaa dua duanya BRT kok ternyata ,Negatif,[]
krl,@radiopasif Hai radiopasif analisis emosi 1 bulan terakhir dari twitmu: dominan frustrasi (transit TJ polusi stres harian) humor sarkastik (komen meme analisis absurd) syukur spiritual (Alhamdulillah nasihat sholat) dan ringan positif (fandom anime tawa wokwok ). Keliatan capek,Negatif,['Emosi/Frustrasi']
